,Unnamed: 0,State,District,Persons,Males,Females,Growth (1991 - 2001),Rural,Urban,Scheduled Caste population,Percentage - SC to total,Number of households,Household size (per household),Sex ratio (females per 1000 males),Sex ratio (0-6 years),Scheduled Tribe population,Percentage to total population (ST),Persons- literate,Males- Literate,Females- Literate,Persons- literacy rate,Males- Literatacy Rate,Females- Literacy Rate,Total Educated,Data without level,Below Primary,Primary,Middle,Matric/Higher Secondary/Diploma,Graduate and Above,0 - 4 years,5 - 14 years,15 - 59 years,60 years and above (Incl. A.N.S.),Total workers,Main workers,Marginal workers,Non-workers,SC#1 Name,SC#1 Population,SC#2 Name,SC#2 Population,SC#3 Name,SC#3 Population,Religeon#1 Name,Religeon#1 Population,Religeon#2 Name,Religeon#2 Population,Religeon#3 Name,Religeon#3 Population,ST#1 Name,ST#1 Population,ST#2 Name,ST#2 Population,ST#3 Name,ST#3 Population,Imp Town#1 Name,Imp Town#1 Population,Imp Town#2 Name,Imp Town#2 Population,Imp Town#3 Name,Imp Town#3 Population,Total Inhabited Villages,Drinking water facilities,Safe Drinking water,Electricity (Power Supply),Electricity (domestic),Electricity (Agriculture),Primary school,Middle schools,Secondary/Sr Secondary schools,College,Medical facility,Primary Health Centre,Primary Health Sub-Centre,"Post, telegraph and telephone facility",Bus services,Paved approach road,Mud approach road,Permanent House,Semi-permanent House,Temporary House
4,5,Mizoram,"District Serchhip * (05), Mizoram (15)",53861.0,27380.0,26481.0,18.45,27983.0,25878,5,0.01,10116.0,5.0,967.0,977.0,52830.0,98.09,42582.0,21906.0,20676.0,95.15,96.18,94.08,42582.0,631.0,17545.0,12300.0,7393.0,3588.0,1124.0,6354.0,13485.0,30492.0,3530.0,32523.0,24783.0,7740.0,21338.0,1.Generic Castes etc.,3.0,2.Bhuinmali etc.,2.0,3.All Scheduled Castes,5.0,1.Christians,52495.0,2.Hindus,531.0,3.Others,524.0,1.Any Mizo (Lushai) tribes etc.,52602.0,2.Pawi,85.0,3.Chakma,83.0,1.Serchhip (NT),17096.0,2.Thenzawl (NT),5507.0,3.N.Vanlaiphai (NT),3275.0,35.0,35.0,15.0,34.0,34.0,-,32.0,30.0,15.0,1,25.0,5.0,20.0,21.0,11.0,12.0,21.0,61.4,31.2,7.5
5,6,Mizoram,"District Lunglei (06), Mizoram (15)",137223.0,71402.0,65821.0,23.1,79267.0,57956,33,0.02,27889.0,5.0,922.0,962.0,130768.0,95.3,96097.0,52159.0,43938.0,84.17,87.44,80.6,96097.0,1445.0,37039.0,25687.0,16973.0,11926.0,3025.0,16274.0,32498.0,80717.0,7734.0,71792.0,60870.0,10922.0,65431.0,1.Namasudra,9.0,2.Patni,9.0,3.Sutradhar,6.0,1.Christians,109204.0,2.Buddhists,22429.0,3.Hindus,4612.0,1.Any Mizo (Lushai) tribes etc.,101766.0,2.Chakma,24369.0,3.Any Kuki Tribes etc.,3793.0,1.Lunglei (NT),47137.0,2.Hnahthial (NT),7138.0,3.Tlabung (NT),3681.0,160.0,160.0,39.0,101.0,101.0,-,130.0,82.0,30.0,-,55.0,9.0,45.0,57.0,50.0,49.0,54.0,53.8,18.9,27.3
6,7,Mizoram,"District Lawngtlai (07), Mizoram (15)",73620.0,38776.0,34844.0,34.78,73620.0,-,5,0.01,13902.0,5.0,899.0,938.0,70234.0,95.4,38603.0,22374.0,16229.0,64.74,70.9,57.81,38603.0,4990.0,15194.0,8268.0,5064.0,4253.0,831.0,9644.0,19610.0,40890.0,3476.0,34093.0,26188.0,7905.0,39527.0,1.Bansphor,2.0,2.Dugla etc.,2.0,3.Patni,1.0,1.Buddhists,38410.0,2.Christians,32877.0,3.Hindus,1910.0,1.Chakma,38054.0,2.Pawi,20554.0,3.Any Kuki Tribes etc.,5267.0,No Urban Area,,,,,,139.0,139.0,42.0,27.0,27.0,-,134.0,40.0,13.0,1,24.0,4.0,20.0,30.0,16.0,18.0,51.0,17.3,12.2,70.5
7,8,Mizoram,"District Saiha * (08), Mizoram (15)",61056.0,31242.0,29814.0,33.16,41230.0,19826,12,0.02,11109.0,5.0,954.0,961.0,58742.0,96.21,40983.0,21990.0,18993.0,82.19,86.11,78.07,40983.0,1389.0,15322.0,11250.0,6806.0,5186.0,1026.0,7710.0,16888.0,33484.0,2974.0,26981.0,20754.0,6227.0,34075.0,1.Patni,4.0,2.Bhuinmali etc.,3.0,3.Brittial Bania etc.,3.0,1.Christians,59618.0,2.Hindus,1112.0,3.Muslims,209.0,1.Lakher,35058.0,2.Pawi,19211.0,3.Any Mizo (Lushai) tribes etc.,3001.0,1.Saiha * (NT),19826.0,,,,,68.0,68.0,1.0,26.0,26.0,-,67.0,51.0,20.0,-,28.0,6.0,22.0,33.0,14.0,7.0,55.0,28.0,39.3,32.5
8,9,Mizoram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,Mizoram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,Mizoram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12,Mizoram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,Mizoram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14,Mizoram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,Mizoram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,16,Mizoram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17,Mizoram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,Mizoram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,TN,"District Thiruvallur (01), Tamil Nadu (33)",2754756.0,1397407.0,1357349.0,22.35,1254674,1500082,600858,21.81,633033.0,4.0,971.0,957.0,37858,1.37,1865707.0,1047763.0,817944.0,76.94,85.26,68.39,1865707.0,70150.0,246806.0,471224.0,361514.0,568109.0,147823.0,231935.0,516448.0,1795682.0,210691.0,1037097.0,850994.0,186103.0,1717659.0,1.Adi Dravida,555048.0,2.Arunthathiyar,13017.0,3.Generic Castes etc.,8527.0,1.Hindus,2476438.0,2.Christians,169719.0,3.Muslims,99408.0,1.Irular,24874,2.Kattunayakan,4547,3.Kondareddis,3163,1.Ambattur (M),310967.0,2.Avadi (M),229403.0,3.Tiruvottiyur (M),212281.0,620.0,619.0,619.0,617.0,75,2,554.0,243.0,154.0,14,616.0,113.0,183.0,552.0,467.0,609.0,618.0,65.0,10.2,24.8
1,2,TN,"District Chennai (02), Tamil Nadu (33)",4343645.0,2219539.0,2124106.0,9.76,-,4343645,598110,13.77,962213.0,5.0,957.0,972.0,6728,0.15,3336695.0,1799981.0,1536714.0,85.33,90.01,80.44,3336695.0,113528.0,332748.0,670347.0,570677.0,1108847.0,540339.0,299356.0,714994.0,2850178.0,479117.0,1488364.0,1380757.0,107607.0,2855281.0,1.Adi Dravida,531326.0,2.Adi Andhra,25320.0,3.Generic Castes etc.,15205.0,1.Hindus,3573356.0,2.Muslims,379206.0,3.Christians,331261.0,1.Kurumans,2035,2.Generic Tribes etc.,1262,3.Irular,823,1.Chennai (M Corp.),4343645.0,,,,,,,,,,,,,,,,,,,,,,87.2,7.2,5.6
2,3,TN,"District Kancheepuram (03), Tamil Nadu (33)",2877468.0,1457242.0,1420226.0,18.84,1342502,1534966,721989,25.09,653241.0,4.0,975.0,960.0,26508,0.92,1952198.0,1088943.0,863255.0,76.85,84.73,68.79,1952198.0,213687.0,305858.0,517245.0,360999.0,435005.0,119364.0,236095.0,546963.0,1850102.0,244308.0,1144929.0,916295.0,228634.0,1732539.0,1.Adi Dravida,686816.0,2.Arunthathiyar,8274.0,3.Pallan,6259.0,1.Hindus,2583590.0,2.Christians,170416.0,3.Muslims,113666.0,1.Irular,20457,2.Kattunayakan,3091,3.Malakkuravan,1383,1.Kancheepuram (M),153140.0,2.Alandur (M),146287.0,3.Pallavaram (M),144623.0,1035.0,1035.0,1035.0,1030.0,96,-,807.0,308.0,170.0,23,1032.0,112.0,279.0,841.0,769.0,938.0,1035.0,60.3,10.8,28.9
3,4,TN,"District Vellore (04), Tamil Nadu (33)",3477317.0,1741083.0,1736234.0,15.09,2169319,1307998,714054,20.53,756365.0,5.0,997.0,942.0,63040,1.81,2203552.0,1245076.0,958476.0,72.36,81.99,62.79,2203552.0,53477.0,389836.0,719830.0,445813.0,509488.0,85081.0,303706.0,715737.0,2145484.0,312390.0,1427180.0,1172645.0,254535.0,2050137.0,1.Adi Dravida,627045.0,2.Arunthathiyar,69826.0,3.Valluvan,7029.0,1.Hindus,3016962.0,2.Muslims,350771.0,3.Christians,102477.0,1.Malayali,35543,2.Irular,15527,3.Kurumans,7505,1.Vellore (M),177230.0,2.Ambur (M),99624.0,3.Gudiyatham (M),91452.0,789.0,783.0,783.0,758.0,82,83,729.0,369.0,246.0,8,756.0,80.0,105.0,715.0,673.0,718.0,403.0,58.1,11.6,30.3
4,5,TN,"District Dharmapuri (05), Tamil Nadu (33)",2856300.0,1473597.0,1382703.0,16.66,2400354,455946,416951,14.6,638305.0,4.0,938.0,869.0,59549,2.08,1516221.0,906943.0,609278.0,61.39,71.6,50.65,1516221.0,42162.0,322248.0,501096.0,244353.0,344470.0,61860.0,273367.0,620592.0,1733596.0,228745.0,1413250.0,1188366.0,224884.0,1443050.0,1.Adi Dravida,324661.0,2.Arunthathiyar,47790.0,3.Kuravan etc.,9770.0,1.Hindus,2690698.0,2.Muslims,123469.0,3.Christians,39019.0,1.Malayali,31043,2.Irular,16756,3.Kurumans,7093,1.Hosur (M),84394.0,2.Krishnagiri (M),64587.0,3.Dharmapuri (M),64496.0,1067.0,1064.0,1064.0,1061.0,387,358,876.0,391.0,324.0,8,995.0,71.0,333.0,1057.0,898.0,968.0,810.0,48.2,27.9,23.8
5,6,TN,"District Tiruvannamalai (06), Tamil Nadu (33)",2186125.0,1095859.0,1090266.0,6.8,1785364,400761,467532,21.39,489055.0,4.0,995.0,947.0,72760,3.33,1297151.0,761403.0,535748.0,67.39,79.17,55.63,1297151.0,273676.0,219384.0,377565.0,202301.0,201644.0,22578.0,184509.0,447805.0,1339425.0,214386.0,1064783.0,829944.0,234839.0,1121342.0,1.Adi Dravida,426459.0,2.Arunthathiyar,30267.0,3.Valluvan,4263.0,1.Hindus,2041854.0,2.Muslims,78506.0,3.Christians,55180.0,1.Malayali,46061,2.Irular,19556,3.Malakkuravan,3310,1.Tiruvannamalai (M),130567.0,2.Arani (M),60815.0,3.Tiruvethipuram (M),35201.0,1046.0,1037.0,1037.0,1031.0,105,94,948.0,378.0,214.0,8,1010.0,110.0,109.0,876.0,912.0,967.0,344.0,49.2,11.4,39.4
6,7,TN,"District Viluppuram (07), Tamil Nadu (33)",2960373.0,1492442.0,1467931.0,6.83,2533456,426917,810931,27.39,635210.0,5.0,984.0,961.0,63920,2.16,1650528.0,977374.0,673154.0,63.8,75.06,52.38,1650528.0,58864.0,338585.0,574962.0,304065.0,327322.0,46718.0,266073.0,620406.0,1807864.0,266030.0,1445177.0,1125229.0,319948.0,1515196.0,1.Adi Dravida,781418.0,2.Arunthathiyar,17844.0,3.Valluvan,3885.0,1.Hindus,2726949.0,2.Christians,115745.0,3.Muslims,110120.0,1.Malayali,41670,2.Irular,16017,3.Kattunayakan,2930,1.Viluppuram (M),95455.0,2.Tindivanam (M),67737.0,3.Kallakkurichi (TP),36793.0,1430.0,1428.0,1428.0,1407.0,319,299,1313.0,477.0,314.0,9,969.0,86.0,253.0,1274.0,1197.0,1315.0,776.0,37.3,9.2,53.4
7,8,TN,"District Salem (08), Tamil Nadu (33)",3016346.0,1563633.0,1452713.0,16.28,1626162,1390184,475738,15.77,736562.0,4.0,929.0,850.0,103921,3.45,1734442.0,1021772.0,712670.0,65.09,74.39,55.2,1734442.0,55021.0,310903.0,553461.0,288840.0,420270.0,105892.0,243789.0,563159.0,1926719.0,282679.0,1454645.0,1279846.0,174799.0,1561701.0,1.Adi Dravida,194349.0,2.Arunthathiyar,140232.0,3.Paraiyan etc.,95321.0,1.Hindus,2883909.0,2.Muslims,77648.0,3.Christians,50450.0,1.Malayali,92287,2.Kondareddis,4562,3.Generic Tribes etc.,2752,1.Salem (M Corp.),696760.0,2.Attur (M),57519.0,3.Mettur (M),53633.0,557.0,554.0,553.0,542.0,94,21,475.0,191.0,144.0,8,327.0,70.0,212.0,508.0,428.0,492.0,501.0,60.8,15.4,23.8
8,9,TN,District Namakkal,1493462.0,759551.0,733911.0,13.08,948230,545232,280776,18.8,394378.0,4.0,966.0,889.0,51416,3.44,903802.0,526412.0,377390.0,67.41,77.56,57.0,903802.0,47065.0,160791.0,280134.0,139098.0,222932.0,53738.0,105782.0,244481.0,968477.0,174722.0,842640.0,770940.0,71700.0,650822.0,1.Arunthathiyar,147388.0,2.Adi Dravida,55360.0,3.Pallan,44469.0,1.Hindus,1451966.0,2.Muslims,26907.0,3.Christians,13137.0,1.Malayali,50141,2.Irular,525,3.Malakkuravan,146,1.Tiruchengode (M),80187.0,2.Kumarapalayam (M),65868.0,3.Namakkal (M),53055.0,371.0,371.0,368.0,367.0,165,186,334.0,130.0,125.0,10,211.0,48.0,129.0,367.0,348.0,357.0,365.0,61.4,16.8,21.7
9,10,TN,"District Erode (10), Tamil Nadu (33)",2581500.0,1309278.0,1272222.0,10.94,1387537,1193963,422204,16.35,698405.0,4.0,972.0,939.0,17693,0.69,1521955.0,887907.0,634048.0,65.36,75.32,55.15,1521955.0,73915.0,289684.0,506636.0,245916.0,336318.0,69460.0,174934.0,402116.0,1709153.0,295297.0,1434405.0,1317991.0,116414.0,1147095.0,1.Chakkiliyan,162650.0,2.Madari,68509.0,3.Arunthathiyar,62585.0,1.Hindus,2443644.0,2.Muslims,77211.0,3.Christians,55414.0,1.Uraly,7856,2.Kondareddis,4233,3.Sholaga,3000,1.Erode (M),150541.0,2.Veerappanchatiram (TP),72703.0,3.Dharapuram (M),64984.0,434.0,434.0,434.0,434.0,18,17,405.0,195.0,132.0,14,344.0,42.0,262.0,433.0,398.0,428.0,420.0,63.6,22.7,13.7
10,11,TN,"District The Nilgiris (11), Tamil Nadu (33)",762141.0,378351.0,383790.0,7.69,307532,454609,238014,31.23,182682.0,4.0,1014.0,979.0,28373,3.72,541099.0,296573.0,244526.0,80.01,88.54,71.64,541099.0,10115.0,84574.0,146567.0,99968.0,167087.0,32785.0,60427.0,138626.0,510190.0,52898.0,343385.0,310064.0,33321.0,418756.0,1.Paraiyan etc.,75705.0,2.Adi Dravida,72900.0,3.Pallan,34425.0,1.Hindus,599047.0,2.Christians,87272.0,3.Muslims,72766.0,1.Irular,8677,2.Paniyan,8433,3.Kurumbas,5498,1.Udhagamandalam (M),93987.0,2.Coonoor (M),50196.0,3.Gudalur (TP),43096.0,41.0,41.0,41.0,41.0,9,3,38.0,31.0,44.0,-,37.0,25.0,26.0,40.0,37.0,37.0,39.0,70.2,25.9,3.8
11,12,TN,"District Coimbatore (12), Tamil Nadu (33)",4271856.0,2176031.0,2095825.0,20.4,1451653,2820203,630675,14.76,1095354.0,4.0,963.0,962.0,29103,0.68,2945278.0,1648814.0,1296464.0,76.97,84.59,69.06,2945278.0,877837.0,388483.0,646369.0,379972.0,533674.0,118923.0,310882.0,671262.0,2851408.0,438304.0,1977612.0,1828629.0,148983.0,2294244.0,1.Madari,148699.0,2.Arunthathiyar,141718.0,3.Chakkiliyan,125306.0,1.Hindus,3847969.0,2.Muslims,227734.0,3.Christians,185737.0,1.Irular,15554,2.Malasar,5915,3.Kattunayakan,1661,1.Coimbatore (M.Corp.),930882.0,2.Tiruppur (M),344543.0,3.Valparai (TP),95107.0,401.0,401.0,401.0,400.0,17,3,377.0,216.0,144.0,16,331.0,54.0,297.0,391.0,365.0,387.0,332.0,73.4,21.2,5.4
12,13,TN,"District Dindigul (13), Tamil Nadu (33)",1923014.0,968137.0,954877.0,8.99,1249762,673252,376170,19.56,465179.0,4.0,986.0,930.0,6484,0.34,1181746.0,681698.0,500048.0,69.35,79.76,58.87,1181746.0,72513.0,216427.0,392140.0,219830.0,235152.0,45680.0,154855.0,350665.0,1229561.0,187933.0,973332.0,841893.0,131439.0,949682.0,1.Pallan,149736.0,2.Chakkiliyan,97544.0,3.Paraiyan etc.,83906.0,1.Hindus,1684808.0,2.Christians,145265.0,3.Muslims,89680.0,1.Kattunayakan,1963,2.Malai Vedan,1419,3.Palliyar,1362,1.Dindigul (M),196955.0,2.Palani (M),67231.0,3.Kodaikanal (M),32969.0,337.0,337.0,337.0,337.0,59,57,322.0,194.0,109.0,9,283.0,60.0,210.0,299.0,305.0,312.0,266.0,58.6,24.1,17.3
13,14,TN,District Karur,935686.0,465538.0,470148.0,9.32,624430,311256,190260,20.33,237716.0,4.0,1010.0,929.0,1450,0.15,566728.0,328103.0,238625.0,68.08,79.63,56.76,566728.0,19000.0,107892.0,183620.0,98317.0,129551.0,28348.0,73625.0,157812.0,606188.0,98061.0,496464.0,445450.0,51014.0,439222.0,1.Pallan,70715.0,2.Chakkiliyan,64561.0,3.Paraiyan etc.,43704.0,1.Hindus,883584.0,2.Muslims,37272.0,3.Christians,13863.0,1.Kattunayakan,1046,2.Uraly,124,3.Malakkuravan,66,1.Karur (M),76336.0,2.Inam Karur (TP),45437.0,3.Thanthoni (TP),31592.0,175.0,175.0,175.0,175.0,3,3,173.0,104.0,67.0,-,100.0,29.0,21.0,172.0,169.0,171.0,138.0,61.1,17.6,21.2
14,15,TN,"District Tiruchirappalli (15), Tamil Nadu (33)",2418366.0,1208534.0,1209832.0,8.76,1279204,1139162,399493,16.52,569487.0,4.0,1001.0,954.0,18912,0.78,1673478.0,926354.0,747124.0,77.9,86.55,69.31,1673478.0,42706.0,252645.0,465480.0,310766.0,471671.0,130165.0,192160.0,436087.0,1564062.0,226057.0,1064521.0,927788.0,136733.0,1353845.0,,209787.0,,115533.0,,47671.0,,2040968.0,,218033.0,,156345.0,1.Malayali,11562,2.Kondareddis,3117,3.Kattunayakan,1662,,752066.0,,35770.0,(TP),35428.0,439.0,436.0,435.0,436.0,120,114,420.0,252.0,143.0,8,259.0,42.0,66.0,408.0,397.0,428.0,286.0,59.9,15.6,24.5
15,16,TN,District Perambalur,493646.0,246141.0,247505.0,7.97,414426,79220,149145,30.21,121176.0,4.0,1006.0,936.0,3307,0.67,286197.0,167406.0,118791.0,66.07,77.89,54.43,286197.0,12020.0,57450.0,92945.0,51152.0,61172.0,11449.0,43517.0,96245.0,307795.0,46089.0,265707.0,222600.0,43107.0,227939.0,1.Paraiyan etc.,101550.0,2.Pallan,22304.0,3.Adi Dravida,11108.0,1.Hindus,460058.0,2.Muslims,24778.0,3.Christians,8412.0,1.Malayali,1487,2.Kondareddis,661,3.Irular,370,1.Perambalur (TP),37631.0,2.Arumbavur (TP),11695.0,3.Kurumbalur (TP),11126.0,143.0,143.0,143.0,143.0,-,-,137.0,81.0,56.0,2,110.0,15.0,84.0,135.0,143.0,143.0,122.0,48.4,12.8,38.7
16,17,TN,District Ariyalur,695524.0,346763.0,348761.0,9.06,616539,78985,151220,21.74,165569.0,4.0,1006.0,948.0,8529,1.23,388605.0,232385.0,156220.0,64.08,77.19,51.15,388605.0,15629.0,77585.0,126949.0,69827.0,83915.0,14700.0,64099.0,135306.0,431364.0,64755.0,345891.0,251606.0,94285.0,349633.0,1.Paraiyan etc.,109782.0,2.Adi Dravida,28154.0,3.Chakkiliyan,4216.0,1.Hindus,650988.0,2.Christians,36261.0,3.Muslims,7638.0,1.Irular,8201,2.Malakkuravan,195,3.Malai Arayan,48,1.Jayankondam (TP),31268.0,2.Ariyalur (TP),27822.0,3.Udayarpalayam (TP),11320.0,188.0,187.0,187.0,187.0,35,35,187.0,119.0,78.0,-,132.0,31.0,69.0,183.0,182.0,183.0,182.0,36.0,12.5,51.4
17,18,TN,"District Cuddalore (18), Tamil Nadu (33)",2285395.0,1150908.0,1134487.0,7.43,1531034,754361,634479,27.76,511400.0,4.0,986.0,956.0,11773,0.52,1420488.0,820726.0,599762.0,71.01,81.64,60.27,1420488.0,84550.0,231057.0,429640.0,265802.0,342720.0,66697.0,204146.0,450959.0,1442112.0,188178.0,973066.0,729764.0,243302.0,1312329.0,1.Adi Dravida,604042.0,2.Arunthathiyar,13663.0,3.Paraiyan etc.,4943.0,1.Hindus,2105292.0,2.Muslims,102508.0,3.Christians,73611.0,1.Irular,5940,2.Kattunayakan,2177,3.Malakkuravan,1826,1.Cuddalore (M),158634.0,2.Neyveli (TS),127552.0,3.Virudhachalam (M),60164.0,807.0,807.0,807.0,806.0,405,351,741.0,278.0,147.0,4,605.0,62.0,203.0,806.0,766.0,788.0,147.0,42.4,11.0,46.6
18,19,TN,District Nagapattinam,1488839.0,739074.0,749765.0,7.95,1158557,330282,441231,29.64,343613.0,4.0,1014.0,963.0,3420,0.23,996580.0,548142.0,448438.0,76.34,84.89,67.96,996580.0,143622.0,157430.0,301142.0,183516.0,182133.0,28731.0,129910.0,289942.0,927225.0,141762.0,586734.0,468754.0,117980.0,902105.0,1.Adi Dravida,239809.0,2.Paraiyan etc.,107579.0,3.Pallan,77750.0,1.Hindus,1328144.0,2.Muslims,112753.0,3.Christians,45780.0,1.Kattunayakan,1467,2.Malakkuravan,851,3.Irular,310,1.Nagapattinam (M),93148.0,2.Mayiladuthurai (M),84505.0,3.Sirkali (M),32228.0,487.0,487.0,487.0,486.0,63,54,466.0,227.0,121.0,4,485.0,39.0,198.0,460.0,434.0,457.0,170.0,38.4,13.9,47.6
19,20,TN,"District Thiruvarur (20), Tamil Nadu (33)",1169474.0,580784.0,588690.0,5.92,932231,237243,378314,32.35,275395.0,4.0,1014.0,970.0,2673,0.23,788302.0,435421.0,352881.0,76.58,85.43,67.9,788302.0,58345.0,125555.0,257964.0,160095.0,164666.0,21672.0,99565.0,221177.0,747013.0,101719.0,491003.0,386956.0,104047.0,678471.0,1.Pallan,184873.0,2.Paraiyan etc.,168823.0,3.Adi Dravida,14335.0,1.Hindus,1052373.0,2.Muslims,83243.0,3.Christians,31621.0,1.Kattunayakan,1495,2.Adiyan,418,3.Malakkuravan,354,1.Mannargudi (M),61478.0,2.Thiruvarur (M),56341.0,3.Kuthanallur (M),22995.0,541.0,541.0,541.0,540.0,11,11,500.0,197.0,106.0,3,539.0,58.0,134.0,475.0,446.0,526.0,206.0,37.2,13.4,49.4
20,21,TN,"District Thanjavur (21), Tamil Nadu (33)",2216138.0,1096638.0,1119500.0,7.38,1467577,748561,399653,18.03,501890.0,4.0,1021.0,959.0,3641,0.16,1476256.0,814354.0,661902.0,75.45,84.47,66.7,1476256.0,376191.0,192810.0,366755.0,239997.0,251526.0,48964.0,185494.0,411848.0,1420923.0,197873.0,897123.0,750032.0,147091.0,1319015.0,1.Paraiyan etc.,209903.0,2.Pallan,131469.0,3.Adi Dravida,37438.0,1.Hindus,1925677.0,2.Muslims,163286.0,3.Christians,124945.0,1.Kattunayakan,1722,2.Malakkuravan,654,3.Irular,435,1.Thanjavur (M),215314.0,2.Kumbakonam (M),139954.0,3.Pattukkottai (M),65533.0,785.0,777.0,777.0,777.0,54,54,690.0,303.0,149.0,11,770.0,55.0,236.0,682.0,721.0,772.0,44.0,44.0,15.6,40.4
21,22,TN,"District Pudukkottai (22), Tamil Nadu (33)",1459601.0,724300.0,735301.0,9.43,1211217,248384,249471,17.09,311567.0,5.0,1015.0,955.0,792,0.05,907376.0,520281.0,387095.0,71.12,82.55,59.97,907376.0,137241.0,160851.0,274368.0,150638.0,160456.0,23817.0,133540.0,281062.0,919007.0,125992.0,678289.0,530282.0,148007.0,781312.0,1.Paraiyan etc.,125066.0,2.Pallan,94169.0,3.Adi Dravida,17974.0,1.Hindus,1294101.0,2.Muslims,97723.0,3.Christians,66432.0,1.Kattunayakan,334,2.Adiyan,113,3.Malakkuravan,110,1.Pudukkottai (M),109217.0,2.Aranthangi (M),34134.0,3.Pudukkottai (CT),17607.0,736.0,735.0,734.0,735.0,165,141,615.0,260.0,164.0,5,587.0,61.0,163.0,585.0,603.0,657.0,183.0,46.8,19.4,33.8
22,23,TN,"District Sivaganga (23), Tamil Nadu (33)",1155356.0,566947.0,588409.0,4.32,829272,326084,188857,16.35,267888.0,4.0,1038.0,952.0,1083,0.09,738000.0,414755.0,323245.0,72.18,83.14,61.74,738000.0,36875.0,114524.0,234589.0,150263.0,165137.0,36606.0,93911.0,216856.0,721268.0,123321.0,513502.0,408015.0,105487.0,641854.0,1.Pallan,95008.0,2.Paraiyan etc.,72775.0,3.Chakkiliyan,10151.0,1.Hindus,1026580.0,2.Christians,67739.0,3.Muslims,59642.0,1.Kattunayakan,641,2.Malakkuravan,149,3.Malai Vedan,83,1.Karaikkudi (M),86596.0,2.Devakottai (M),40497.0,3.Sivaganga (M),40220.0,511.0,511.0,510.0,511.0,173,121,456.0,207.0,150.0,12,375.0,41.0,182.0,483.0,472.0,499.0,477.0,57.6,26.5,15.8
23,24,TN,"District Madurai (24), Tamil Nadu (33)",2578201.0,1303363.0,1274838.0,6.75,1134025,1444176,323252,12.54,613475.0,4.0,978.0,925.0,5972,0.23,1776654.0,991010.0,785644.0,77.82,86.17,69.35,1776654.0,353224.0,239962.0,461505.0,291362.0,347664.0,82913.0,208330.0,469338.0,1643056.0,257477.0,1088543.0,949545.0,138998.0,1489658.0,1.Paraiyan etc.,124132.0,2.Pallan,124064.0,3.Chakkiliyan,59373.0,1.Hindus,2351019.0,2.Muslims,137443.0,3.Christians,86352.0,1.Kattunayakan,2770,2.Malai Vedan,2216,3.Malai Pandaram,200,1.Madurai (M Corp.),928869.0,2.Avaniapuram (TP),53006.0,3.Thirumangalam (M),43631.0,550.0,550.0,550.0,550.0,131,116,464.0,191.0,142.0,15,403.0,39.0,282.0,516.0,475.0,521.0,438.0,68.1,19.7,12.2
24,25,TN,District Theni,1093950.0,552986.0,540964.0,4.33,502109,591841,211800,19.36,272033.0,4.0,978.0,890.0,1686,0.15,692797.0,398150.0,294647.0,71.58,81.88,61.19,692797.0,204681.0,106682.0,167050.0,101583.0,96051.0,16747.0,88642.0,210185.0,688209.0,106914.0,520280.0,473708.0,46572.0,573670.0,1.Pallan,90962.0,2.Paraiyan etc.,53512.0,3.Chakkiliyan,53133.0,1.Hindus,1011456.0,2.Muslims,48066.0,3.Christians,33830.0,1.Palliyar,443,2.Kattunayakan,259,3.Malai Vedan,239,1.Theni Allinagaram (M),85498.0,2.Bodinayakanur (M),73410.0,3.Kambam (M),58891.0,81.0,79.0,78.0,81.0,4,3,78.0,64.0,61.0,3,76.0,21.0,69.0,80.0,78.0,79.0,80.0,61.9,25.9,12.2
